utterance_id	speaker_id	target_id	utterance_text
234	P00189	P00529	Sr. Presidente, Sr.ª Deputada Ana Narciso, muito obrigado pelas suas simpáticas referências. No que diz respeito ao trabalho da Comissão de Educação, estamos, certamente, todos de acordo em encontrar plataformas comuns quanto a esta matéria, cuja defesa devemos salvaguardar e estimular. Também gostava de lhe dizer que, sendo importante este encontro de posições e esta unanimidade que se conseguiu, nomeadamente neste projecto de recomendação que hoje votaremos, devemos ter em atenção algumas realidades em concreto. A Sr.ª Deputada fez referência a alguns testemunhos, mas chamo-lhe a atenção para o facto de terem sido testemunhos com uma carga emocional muito grande, em relação aos quais temos de manter algum distanciamento, relativamente à abordagem da política e das políticas do ensino da língua. Como certamente concordará comigo, temos de distinguir o que são problemas de aplicação no terreno em concreto das experiências das escolas comunitárias. Como sabe, apesar de serem experiências de origem voluntária por iniciativa comunitária, têm — e temos de o dizer com frontalidade — muitas deficiências, do ponto de vista da qualificação dos professores e da qualidade do ensino que ministram. Nessa medida, cabe ao Governo português a atenção e o acompanhamento, não só da certificação, mas também da criação das outras condições que consideramos prioritárias. É muito mais importante para o futuro da língua portuguesa, para os jovens que aprenderão o português fora de Portugal que a língua portuguesa possa ser língua de opção nos sistemas educativos dos países de acolhimento. Essa deve ser, na minha opinião, a grande prioridade de qualquer governo de Portugal para negociar, em sede própria, esse tipo de inclusão no sistema educativo. Por várias razões, Sr.ª Deputada: é que, neste momento, a escola portuguesa, que, em grande parte, funciona por iniciativa comunitária, ou os professores colocados pelo Estado português na Europa funcionam numa espécie de «gueto» escolar, sem as condições ideais para o seu funcionamento, como bem sabemos. É claro que a Sr.ª Deputada poderá dizer que isso é melhor do que nada. Com certeza. No entanto, o que estou a dizer é que estamos numa época em é preciso qualificar também este tipo de intervenção, tal como a língua portuguesa hoje é reconhecidamente qualificante para quem a domina no mundo fora da própria lusofonia. Portanto, o contexto em que fazemos este debate tem de ter um enquadramento que tenha por base a informação das prioridades. E a prioridade, quer através do investimento nas universidades estrangeiras, quer abrindo de cursos de língua e de cultura portuguesas, que formarão docentes e outras pessoas ao mais alto nível que é possível formar na Academia, é a inclusão da disciplina de português como língua de opção. Dir-me-ão que há um problema básico, que é o problema do ensino da língua portuguesa como língua materna no estrangeiro. Srs. Deputados, é possível conciliar as duas vertentes, mas temos de ter em atenção que estamos nas terceira e quarta gerações de portugueses fora do País.
235	P00001	P00189	Terminou o seu tempo, Sr. Deputado.
236	P00189	P00529	Portanto, para fazer, como deve ser, bem feito, temos de ter em atenção essa realidade e assumir esta prioridade. Por nós, já a assumimos há muito tempo.
237	P00006	P00189	Muito bem!
238	P00001	P00002	Srs. Deputados, terminou o período das declarações políticas e respectivos pedidos de esclarecimento. O Governo requereu o exercício do direito de, ao abrigo do artigo 83.º, n.º 2, do Regimento, intervir durante o período de antes da ordem do dia. Assim, para o efeito, tem a palavra a Sr.ª Ministra do Planeamento.
239	P00530	P00002	Sr. Presidente, Sr.as e Srs. Deputados: É com sincero prazer que, tal como eu própria tinha assegurado quando aqui estive no passado dia 12 de Junho, o Governo vem prestar contas ao País, através do Parlamento, do estado de avanço da execução de um dos mais importantes instrumentos para o desenvolvimento português, o Quadro Comunitário de Apoio (QCA III). Fazêmo-lo na convicção de que o papel que o QCA desempenha como propulsor de objectivos mais amplos, traçados, discutidos e aprovados em documentos vários, requer um acompanhamento próximo por parte de toda a sociedade portuguesa e, por maioria de razão, por parte dos seus representantes eleitos. Fazêmo-lo ainda, como não poderia deixar der ser, num espírito de total transparência, sendo os valores apresentados resultantes da prestação de contas dos gestores em reunião de acompanhamento formal, que teve lugar em Lisboa ainda no decurso do presente mês. Este prazer é redobrado quando se tratou de um processo altamente complexo no qual diversos aspectos, desde os montantes envolvidos às regras de gestão, auguravam dificuldades acrescidas, para muitos consideradas mesmo impossíveis de superar. Apesar disso, Portugal, 10 meses após o início efectivo da execução do Quadro, apresenta-se com um volume de despesa pública aprovada da ordem dos 1,8 milhões de contos, o que equivale a quase dois anos de programação. No que respeita à execução, também ela foi objecto dos mais lúgubres vaticínios, tendo, inclusivamente, o líder do maior partido da oposição referido neste Parlamento, há cerca de um mês, que a taxa de execução portuguesa andaria à volta dos 9%! A este propósito, gostaria de informar o Parlamento que uma taxa de 9% seria motivo de orgulho para qualquer dos outros países da União Europeia que, neste momento, na sua quase totalidade, só agora começam a executar os respectivos Quadros Comunitários, apresentando taxas de aprovação muitíssimo baixas e, por maioria de razão, taxas de execução muito próximas de zero!
240	P00001	P00002	Para formular pedidos de esclarecimento, inscreveram-se os Srs. Deputados Rui Rio, Honório Novo, Isabel Castro, Menezes Rodrigues e António Nazaré Pereira. Tem a palavra o Sr. Deputado Rui Rio.
241	P00374	P00530	Sr. Presidente, Sr.ª Ministra, ainda bem que V. Ex.ª aqui veio hoje, porque permite-lhe elucidar o País, através desta Câmara, sobre algo que está confuso neste momento e que tem a ver com os cortes nos chamados «grandes projectos». Assistimos ao Sr. Ministro Jaime Gama, em nome do Governo, a explicar que, por força da política orçamental do PS, tem de haver cortes no investimento. Esses cortes marcaram duas situações: uma, a de que a segunda fase do metro do Porto está suspensa; outra, a de que o aeroporto da Ota não está suspenso. Ou seja, constatamos que, no momento em que é preciso haver cortes no investimento, corta-se não onde menos é necessário, por força de um rendimento per capita já acima dos tais 75% da média comunitária, mas noutros lados que não atingiram ainda esses valores. Portanto, o País ficou a saber que assim é. Isto, até ao momento em que o candidato do Partido Socialista à Câmara Municipal do Porto, por interposta pessoa, o Ministro Ferro Rodrigues, veio dizer que tal não era verdade. Disse o seguinte: «A segunda fase do metro do Porto não está suspensa. Na verdade, do que precisamos é de um projecto. Mal haja um projecto e se saiba quanto custa, a segunda fase do metro do Porto arrancará inevitavelmente». Ora, Sr.ª Ministra, não vou perguntar-lhe por que é que também não foi suspensa a primeira fase do metro do Porto, que não tem projecto nem nunca teve, mas vou fazerlhe uma outra pergunta. O aeroporto da OTA tem projecto? Sabem quanto vai custar o aeroporto da OTA? Então, se o aeroporto da OTA não tem projecto – e, se o tiver, agradecia que mo facultasse – e se não se sabe exactamente quanto vai custar, por que razão não está também suspenso, uma vez que, de acordo com o que disse o candidato socialista à Câmara do Porto, depois de ter falado com o Ministro do Equipamento, está suspenso o que não tem projecto? Resumindo, Sr.ª Ministra, diga-nos lá quem fala verdade. Fala verdade o Ministro Jaime Gama quando diz que está suspensa a segunda fase do metro do Porto mas não o aeroporto da Ota? Fala verdade o candidato socialista à Câmara do Porto, pela voz do Ministro do Equipamento, quando diz «não senhor, não está suspensa, é preciso haver um projecto»? É que, se assim é, então, o aeroporto da Ota também tem de estar suspenso. Não sei se estou a fazer-me entender – e é difícil, dada a confusão gerada –, mas uma coisa é fundamental: saber quem fala verdade! Será o porta-voz do Governo, Ministro Jaime Gama, que diz que um está suspenso e o outro não, ou o candidato socialista à Câmara do Porto, que diz que nada está suspenso e o problema é apenas de projecto? Pode auxiliar-nos, Sr.ª Ministra?
242	P00001	P00002	A Sr.ª Ministra informou a Mesa que responderá em conjunto aos vários pedidos de esclarecimento. Assim, tem a palavra o Sr. Deputado Honório Novo.
243	P00240	P00530	Sr. Presidente, Sr.ª Ministra, hoje, vem utilizar um tempo para nos falar sobre a execução do Quadro Comunitário de Apoio III. Na verdade, veio falar um pouco sobre a dicotomia entre o «oásis» em que diz que funciona o Quadro Comunitário de Apoio e o «inferno» em que alguns o acusam de estar a funcionar. Sabemos que o Ministério do Planeamento é eficaz e célere quando quer – veja-se as modificações recentes que ocorreram no site do Ministério, em que uma informação que remetia para uma revista partidária foi rápida e celeremente bloqueada –, mas também sabemos que o funcionamento do Quadro Comunitário de Apoio III não é o «oásis» que se faz crer. Por exemplo, o Decreto n.º 54-A/2000, que foi objecto de uma apreciação parlamentar requerida pelo PCP, durante a qual foi introduzida uma obrigatoriedade de o Ministério entregar a esta Casa, no período de três meses subsequente ao fim de cada ano civil, um relatório da execução, não me parece que tenha sido cumprida ainda este ano. Assim, cabe perguntar porquê. Será que o ano 2000 não foi um ano civil completo no que toca ao funcionamento deste Quadro Comunitário de Apoio? Se estas são obrigações do Ministério do Planeamento perante a Assembleia da República, que, em nossa opinião, não estão a ser cumpridas, gostaria de dar-lhe mais alguns exemplos do que é o funcionamento menos próprio no que toca ao Quadro Comunitário de Apoio III. Começo pelo que consideramos uma excessiva governamentalização da gestão e do acompanhamento do QCA. Por exemplo, por que é que, no QCA II, os Presidentes das CCR tinham competências para homologar certas candidaturas e agora não, tendo de passar tudo pelo gabinete da Sr.ª Ministra e pelos ministérios das várias tutelas? Por que é que – e tenho conhecimento fundamentado sobre isto – os Srs. Presidentes de Câmaras, nas unidades de gestão, não podem ser substituídos pelos respectivos substitutos legais, enquanto o Ministro da tutela, seja qual for, pode ser substituído por um funcionário qualquer? Por que é que as acções específicas de valorização territorial, anunciadas recentemente, têm um conteúdo completamente diverso do que foi acordado com as regiões?
244	P00001	P00002	Tem a palavra a Sr.ª Deputada Isabel Castro.
245	P00250	P00530	Sr. Presidente, Sr.ª Ministra, naturalmente, é importante perceber como vai funcionar o Quadro Comunitário de Apoio III, até porque, muito provavelmente, estamos a falar da última oportunidade de acesso a meios excepcionais para algo que é importante. No entanto, creio que, sobre essa matéria, ou há transparência e é dada uma informação suficientemente clara ao Parlamento ou corremos o risco de esta discussão ser pouco útil . Ora, se, porventura, a questão não se coloca entre saber se a contenção orçamental definida pelo Governo afecta ou não o investimento e, portanto, não se coloca entre um cenário totalmente negativo e aqueleoutro excessivamente risonho que, de algum modo, a Sr.ª Ministra e o Governo nos trazem, julgo que é importante esclarecer alguns aspectos. O primeiro, para o qual um colega já chamou a atenção, é o dever de informação que cabe ao Governo prestar à Assembleia sobre a execução dos anteriores QCA. Sobre esta matéria, há lei, que é para ser cumprida, e o Governo não está dispensado do seu cumprimento. Em segundo lugar, a Sr.ª Ministra diz-nos hoje que considera que a questão sobre a tomada de decisão quanto a alguns projectos é melhor resolvida a um nível mais próximo de quem, directamente, beneficia dos mesmos. Ora, gostaria que fosse mais explícita, porque parece-me que a arrumação entre ordenamento do território, ambiente e planeamento não está bem resolvida e, manifestamente, há coisas que continuam sem funcionar bem e sem serem decididas por quem tem o dever de o fazer. Por outro lado, e para terminar, há ainda uma outra questão que eu gostaria de ver clarificada: se são as últimas oportunidades, é interessante que sejam colocadas em projectos que estejam para além do tempo e que não sejam propriamente, se me permite a expressão, obras de fachada. Gostava, pois, que fosse mais clara em relação a aspectos que têm que ver com transportes, designadamente ferroviários, e com a questão da habitação.
246	P00001	P00002	Tem a palavra o Sr. Deputado Menezes Rodrigues.
247	P00531	P00530	Sr. Presidente, Sr.ª Ministra, tendo em atenção a desaceleração que o crescimento do Produto tem defrontado neste exercício e considerando o grau de execução do Quadro Comunitário a que Sr.ª Ministra se referiu, pergunto: com a prioridade dada a alguns programas e a aceleração aí introduzida, como é que a Sr.ª Ministra vê que isso sirva para a alavancagem da reaceleração do Produto?
248	P00001	P00002	Tem a palavra o Sr. Deputado António Nazaré Pereira.
249	P00233	P00530	Sr. Presidente, Sr.ª Ministra, ouvi com muita atenção o discurso laudatório que nos fez e, porque o tempo é reduzido, quer para as explicações que a Sr.ª Ministra nos dará, quer para as perguntas que tencionava formular-lhe, espero que, na próxima quinta-feira, na Comissão de Assuntos Europeus, possa haver oportunidade de pormenorizar algumas das ideias-base que aqui trouxe. Permita-me dizer-lhe que, para mim, não é particularmente satisfatório que nos venha comparar com a situação de outros países. Reconheço que Portugal está melhor que outros países — ainda bem que assim é, felizmente temos essa honra —, mas isso não significa que possamos estar descansados, não significa que possamos estar satisfeitos com o trabalho que tem vindo a ser realizado. E, Sr.ª Ministra, não é em relação ao Ministério do Planeamento, em particular, que tenho preocupações. No pouco tempo de que disponho, gostaria de, basicamente, deixar a seguinte ideia: quanto às componentes desconcentradas, a Sr.ª Ministra não aponta, de forma objectiva, o que foi executado. Aos olhos de todos, a componente desconcentrada tem tido problemas de implementação. A descentralização para que se apontava, com o QCA III, está a ser, na verdade, uma descentralização de fachada. Temos conhecimento – certamente, a Sr.ª Ministra mais conhecimento terá – de um vasto conjunto de projectos que foram aprovados nas unidades de gestão e que se encontram há meses para aprovar nos respectivos ministérios, numa situação de não cumprimento de prazos. Ora, esse aspecto é profundamente negativo para Portugal e para os investidores. No entanto, Sr.ª Ministra, permita-me dizer-lhe que também estamos preocupados com outros factores, como, por exemplo, a falta de publicação de regulamentos e portarias ou as constantes alterações das publicações já existentes, do que tem sido palco o Diário da República. É o caso do Ministério da Economia e do Ministério da Agricultura, em relação aos quais, dia-a-dia, se encontram alterações que, nalguns casos, mudam completamente a própria filosofia de funcionamento do Quadro Comunitário de Apoio. Pergunto-lhe, Sr.ª Ministra: porquê essas alterações permanentes? Que orientação falta à execução do QCA III? Permita-me ainda que, com a compreensão da Mesa, lhe pergunte se a suspensão da portaria que estabelece os custos-padrão dos empreendimentos e que vai ser solicitada pela Associação Nacional de Municípios Portugueses merecerá ou não o seu apoio e o do Ministério do Planeamento. De facto, esses custos-padrão só se aplicam às medidas contempladas no Eixo 1, deixam de fora a administração central nas acções que estão projectadas, e essa medida
250	P00001	P00233	Sr. Deputado, faça o favor de concluir.
251	P00233	P00530	Além disso, como a Sr.ª Ministra sabe, não se contempla uma diferença que, de facto, existe entre diferentes regiões do País, diferença que pode levar a que os custos de construção civil sejam claramente diferentes no norte e no sul de Portugal. Sr. Presidente, agradeço a sua compreensão em relação ao tempo que excedi.
252	P00001	P00002	Sr. Deputado, compreensão e distracção, tudo somado... Para responder, tem a palavra a Sr.ª Ministra do Planeamento.
253	P00530	P00002	Sr. Presidente, depois de tantas perguntas, gostaria também de beneficiar de alguma «distracção» de V. Ex.ª. De qualquer modo, tentando sistematizar as respostas e começando por responder ao Sr. Deputado Honório Novo, gostaria de dizer que não é verdade que os presidentes das CCR tivessem competência para homologar no passado, pois a homologação sempre foi da competência do Ministro. Em segundo lugar, toda a estrutura de gestão do QCA III é diferente da do QCA II. No QCA III estão desconcentrados o equivalente a 43% dos fundos que há para gerir, há também uma presença de representantes dos comités económicos e sociais nas unidades de gestão e há representantes nas unidades de acompanhamento por parte da sociedade civil, em particular de organizações de defesa do ambiente e de outras entidades, como as representantes dos interesses das mulheres. Portanto, toda a desconcentração em curso representa uma lógica diferente da do QCA II, pensamos nós que melhor, até porque nas unidades de gestão do eixo regional há uma presença maioritária das próprias autarquias o que também não se verificava QCA II. Relativamente à questão do cumprimento da lei, naturalmente que o Governo vai cumpri-la no que respeita à apresentação de toda a informação ao Parlamento, no entanto só pode fazê-lo nos timings e calendários próprios. Por exemplo, as taxas que estou hoje a apresentar foram fornecidas pelo gestores, na unidade de acompanhamento, no passado dia 6 de Julho, pelo que os relatórios, quer o relativo ao ano 2000, quer o que se refere a taxas de execução no momento actual, só estão disponíveis de acordo com o calendário que está inerente à própria execução do Quadro Comunitário e decerto que o Governo cumprirá tudo aquilo a que está obrigado por lei. Quanto à questão colocada pelo Sr. Deputado Nazaré Pereira, penso que há muita matéria para falarmos na reunião que referiu, de qualquer modo penso não ser motivo de satisfação nem de descontracção para o Governo o facto de termos, neste momento, uma boa taxa de aprovação e execução comparada com a dos outros países. Temos o nosso próprio problema, temos feito o que está ao nosso alcance no sentido de andar rapidamente com a execução do Quadro, mas isso não significa que não haja ainda problemas a resolver e também não significa que não haja outros vectores a trabalhar com mais cuidado, nomeadamente o vector qualitativo em termos de selecção dos projectos e de exigência nessa selecção. De facto, estamos atentos a essas dimensões, mas, dito isto, não podemos deixar passar factos que aparentemente eram negativos. E foi da bancada do Sr. Deputado Nazaré Pereira que saiu a indicação de que era uma vergonha Portugal, em Junho, ter uma execução supostamente de 9%. Ora, isto não é verdade, porque, na visão mais restritiva, temos 28% e também não podemos dizer 9% como se os outros países não estivessem com 0%. Portanto, tudo isto também tem de ser apresentado sob pena de estarmos a transmitir uma visão desfocada para os portugueses e para o consenso em torno da gestão do QCA III. Por último, relativamente às duas questões colocadas pelo Sr. Deputado Menezes Rodrigues, direi que, de facto, seria muito difícil o País cumprir com os seus objectivos macroeconómicos se não tivesse a possibilidade de alavancar o investimento público em cima do Quadro. Isso é absolutamente fundamental, o que significa que todos temos de ser solidariamente exigentes em termos da selecção dos projectos e da sua execução. Mas o Governo está atento a isso e temos aqui um manancial importantíssimo para promover o desenvolvimento do País, quer na dimensão de aumento da competitividade, quer da correcção das assimetrias regionais e sociais. Esta é, de facto, uma enorme oportunidade. Uma última nota para me reportar a grandes projectos. Sr. Deputado Rui Rio, tomei boa nota da sua preocupação nesta matéria, que me parece formulada de uma forma muito perigosa. Isto é, penso ser perigoso o Sr. Deputado dizer que em relação à primeira fase do metropolitano do Porto não há, nem nunca houve, projecto. O Governo está convencido de que aquilo que acabou de aprovar, no mesmo dia em que essa notícia saiu sobre a segunda fase, um projecto da ordem dos 166 milhões de contos para o metropolitano do Porto é o grande projecto que faz parte deste primeiro lote de grandes candidaturas. O Governo está convencido que tem projecto, que o controla e que ele vai no sentido certo. Portanto, Sr. Deputado, fiquei francamente assustada quando me disse que o metropolitano não tem projecto. O que me parece é que, após 2003, todos os projectos desta dimensão têm obrigação, por parte do Governo e dos promotores, de serem analisados, confirmados, triados. E, Sr. Deputado, executemos bem os projectos, nomeadamente a primeira fase do metropolitano do Porto, que quando chegarmos a 2003 por certo já não haverá dúvidas relativamente à qualidade do projecto da segunda fase.
254	P00201	P00530	Muito bem!
255	P00530	P00002	É neste sentido e com este cuidado que todos temos de trabalhar, sob pena de termos projectos que custam milhões de contos ao País e de, afinal, como o Sr. Deputado dizia, parecer que nem há projectos. Isso é grave, é mau, e penso que qualquer país e qualquer governo responsável tem de fazer essa análise e tem de sujeitar a
256	P00001	P00374	Sr. Deputado Rui Rio, pede a palavra para que efeito?
257	P00374	P00001	Sr. Presidente, é para uma interpelação à Mesa.
258	P00001	P00374	Sr. Deputado, agradeço-lhe que refira qual é a matéria da ordem de trabalhos que põe em causa.
259	P00374	P00001	Sr. Presidente, é sobre esta intervenção da Sr.ª Ministra do Planeamento.
260	P00001	P00002	Sr. Deputado, desculpe, mas isso não é ordem de trabalhos, isso é o conteúdo de uma intervenção no decurso da ordem de trabalhos. Sr. Deputado, não me leve a mal, mas já estamos tão atrasados que não lhe posso dar a palavra. Já estamos para lá de todos o limites e ainda temos muito a fazer. Srs. Deputados, começo por dar conta da eleição de dois representantes dos Grupos Parlamentares no Conselho Nacional de Educação, cuja acta passo a ler: «Aos dezassete dias do mês de Julho de dois mil e um, na sala D. Maria da Assembleia da República, procedeu-se à eleição de dois representantes dos Grupos Parlamentares no Conselho Nacional de Educação. O resultado obtido foi o seguinte: Votantes – 133 Votos ‘sim’ – 76 Votos ‘não’ – 33 Abstenções – 13 Votos brancos – 9 Votos nulos – 2 Face ao resultado obtido declaram-se eleitos os candidatos propostos: Maria Isabel da Silva Pires de Lima e Maria Teresa Alves de Sousa Almeida. Para se constar se lavrou a presente acta que vai ser devidamente assinada.» Srs. Deputados, dado que já ultrapassámos em mais de meia hora o limite do período de antes da ordem do dia, propunha que fosse dispensada a leitura do voto n.º 151/VIII – De protesto quanto à utilização de criançassoldado nos conflitos armados, subscrito por todos os grupos parlamentares, e que fosse votado sem discussão. Ele, aliás, é tão óbvio que não me parece que seja preciso reafirmar aquilo que nele se diz. Dado não haver objecções, vamos votar o voto n.º 151/VIII – De protesto quanto à utilização de criançassoldado nos conflitos armados (PS, PSD, PCP, CDS-PP, Os Verdes e BE). Submetido à votação, foi aprovado por unanimidade. É o seguinte: Voto n.º 151/VIII De protesto quanto à utilização de crianças-soldado nos conflitos armados Considerando que mais de 300.000 crianças combatem em conflitos armados que ocorrem actualmente em mais de 30 países de todo o mundo, que milhares de crianças têm vindo a ser recrutadas tanto pelas forças armadas governamentais como por grupos armados de oposição, que a maioria das crianças-soldado têm entre 15 e 18 anos e muitas são recrutadas a partir dos 10 anos e às vezes com idade inferior; Considerando que, cada vez mais, os adultos recrutam deliberadamente crianças como soldados, porque são «mais obedientes, não questionam ordens e são mais fáceis de manipular do que os soldados adultos»; Tendo em conta que a Amnistia Internacional e outros organismos de defesa dos direitos humanos têm vindo a solicitar à comunidade internacional uma intervenção urgente neste domínio, mas tal apelo não tem surtido os efeitos desejados e a impunidade tem persistido; Considerando que, igualmente, no relatório de Graça Machel sobre «impacto dos conflitos armados nas crianças» são denunciadas flagrantes situações de violações atentatórias da dignidade e dos mais elementares direitos das crianças, tais como os estatuídos na Convenção dos Direitos das Crianças de 1989; Consciente do atentado flagrante aos direitos humanos que representa esta situação dramática que coloca em crise os grande princípios contidos, designadamente na Convenção dos Direitos da Criança e na Declaração Universal dos Direitos do Homem, a Assembleia da República condena esta dramática realidade, que apenas pode ser invertida se forem tomadas medidas, para prevenir futuros recrutamentos. Em primeiro lugar, os Governos devem trabalhar para a finalização e rápida adopção do projecto de um protocolo facultativo à Convenção sobre os Direitos da Criança quanto ao envolvimento das crianças nos conflitos armados, elevando a idade de recrutamento e mobilização nas forças armadas para 18 anos. Seguidamente, os governos devem prestara uma maior atenção aos seus métodos de recrutamento, devem assegurar que todas as crianças sejam registadas no nascimento e recebam documentação comprovativa da idade. Para que essas medidas sejam bem sucedidas, os governos têm de estabelecer sistemas de verificação eficazes e apoiá-los com medidas e instituições jurídicas que sejam suficientemente fortes para combater os abusos. Os órgãos das Nações Unidas, agências especializadas
261	P00001	P00002	Srs. Deputados, passamos a um momento menos agradável, mas não quero deixar de fazer uma referência ao facto de, quase com toda a certeza, ser hoje a última reunião plenária a que assiste o nosso colega, ilustre e brilhante Deputado e líder parlamentar da bancada do PCP, Dr. Octávio Teixeira. Vinte e dois anos de convívio connosco tinham, necessariamente, de produzir sentimentos, que, neste caso, não podem deixar de ser de admiração e de respeito pela dignidade, pela competência, pelo brilho com que sempre exerceu a sua função de brilhante parlamentar e de brilhante líder da sua bancada. Todos nós, mais tarde ou mais cedo, temos direito a pôr um ponto final na nossa carreira política ou parlamentar. Com mais justificação eu usaria essa pontuação do que ele próprio, pois também já não posso demorar muito tempo a exercer idêntico direito. Mas quero dizer que, pela minha parte, é com sincera pena que o vemos partir, porque não é fácil substituir um Deputado com a inteligência, o saber e a experiência do Sr. Deputado Octávio Teixeira. O Grupo Parlamentar do Partido Comunista terá, certamente, substitutos à altura, mas substituir a sabedoria, a inteligência e o domínio das matérias sobre as quais se pronunciava o Sr. Deputado Octávio Teixeira, ao nível a que ele o fez, não é assim tão fácil. Deixa o seu nome ligado a importantes iniciativas, a importantes projectos e a importantíssimas leis. Os Diários da Assembleia da República estão cheios de «explosões» do seu talento. Pessoalmente, quero exprimir-lhe a minha homenagem e o pesar com que o vejo partir. Mas, com certeza, vai a caminho de outras actividades tão úteis, talvez, como esta, embora não seja fácil. Se algum grupo parlamentar quiser igualmente pronunciar-se – terão de ser intervenções brevíssimas –, terei muito gosto em conceder a palavra. Pausa. Tem a palavra o Sr. Deputado António Capucho.
262	P00121	P00136	Sr. Presidente, a brevidade da minha intervenção em nada diminui a convicção das minhas palavras. Associando-me ao que V. Ex.ª acaba de referir a propósito da cessação de funções do Sr. Deputado Octávio Teixeira, quero associar-me a essas palavras não apenas em nome pessoal, mas em nome da minha bancada. Durante um quarto de século de actividade política ao serviço do Parlamento, V. Ex.ª, Sr. Deputado Octávio Teixeira, prestigiou a nossa instituição com grande profissionalismo, com grande convicção, mantendo, em relação aos seus colegas de todas as bancadas, um tratamento de grande afabilidade. Em todas as suas intervenções esteve sempre presente uma indiscutível competência e uma grande coerência nos princípios que sempre defendeu. Quero, por isso, desejar-lhe – e insisto em dizer que o faço não só em meu nome pessoal, mas também em nome da minha bancada – as maiores felicidades na sua actividade profissional e na sua vida pessoal.
263	P00001	P00002	Tem a palavra o Sr. Deputado Francisco de Assis.
264	P00214	P00136	Sr. Presidente, também em nome da minha bancada e em meu nome, quero associar-me às considerações que V. Ex.ª acabou de fazer. Tive já oportunidade, no fim-de-semana passado, de escrever um pequeno depoimento para um jornal acerca da personalidade política do Dr. Octávio Teixeira e tudo quanto lá escrevi reflecte a posição do Grupo Parlamentar do Partido Socialista. Inquestionavelmente, o Dr. Octávio Teixeira faz parte de uma categoria rara de homens políticos, pelo seu mérito, pela sua inteligência, pelo seu rigor e pela sua seriedade, que conseguem concitar a admiração e o respeito de todos os seus adversários políticos. E ele fê-lo sempre sem abdicar, num só momento, das suas convicções doutrinárias, antes, e até pelo contrário, afirmando-as de forma exemplar aqui, na Assembleia da República. Penso que à personalidade e à acção, como parlamentar, do Dr. Octávio Teixeira ficarão indelevelmente associadas algumas imagens: a imagem do rigor, a imagem da inteligência, a imagem da seriedade e a imagem da tolerância, que era o que eu, nesta ocasião, mais queria salientar. Participando activamente nos debates, batendo-se, com grande firmeza e com grande entusiasmo, na defesa das suas causas, que não raras vezes são distintas e até opostas àquelas que eu e o meu grupo parlamentar defendemos, nunca lhe vi, aqui, um gesto de intolerância, mas sempre uma postura de grande serenidade. Se há lembrança que nos vai ficar da sua participação parlamentar creio que é essa: uma serenidade inteligente, uma serenidade séria e uma serenidade profundamente tolerante. Como testemunho pessoal, devo dizer que o Dr. Octávio Teixeira me ensinou – e isso não será uma das mais pequenas homenagens que nesta circunstância lhe posso fazer – a olhar de maneira diferente para uma certa esquerda que está à esquerda do Partido Socialista. Quero desejar-lhe as maiores felicidades na sua vida pessoal e, em nome do interesse do País, desejo que pros-
265	P00001	P00002	Tem a palavra o Sr. Deputado Basílio Horta.
266	P00215	P00136	Sr. Presidente, Srs. Deputados: Também, em nome pessoal e da minha bancada, quero associar-me à homenagem ao Sr. Deputado Octávio Teixeira, para a qual V. Ex.ª, de forma tão feliz, nos convoca. Quero dizer ao Sr. Deputado Octávio Teixeira que apreciamos o seu talento político, que é mais genuíno de ser apreciado quando, contra nós, tantas vezes foi exercido. E, portanto, apreciamo-lo. Apreciamos a sua correcção, a sua seriedade e, fundamentalmente, a sua lealdade. V. Ex.ª era uma pessoa com quem se podia combinar determinadas iniciativas e procedimentos, e a sua palavra sempre valeu ouro. É por isso que, para além dos elogios merecidos que a sua bancada, seguramente, lhe dá, eles são mais valiosos quando vêm da oposição, porque é realmente o reconhecimento do político e do homem. Hoje, este Parlamento fica mais pobre com a sua saída, particularmente no momento em que era necessário que ficasse mais rico. Quero desejar-lhe, sinceramente, como sabe, as maiores felicidades pessoais e profissionais. E fica nesta Casa o seu exemplo, que espero que seja seguido e que seja o caminho que a todos nos deve iluminar.
267	P00001	P00002	Tem a palavra a Sr.ª Deputada Isabel Castro.
268	P00250	P00136	Sr. Presidente, não quero deixar de me associar às palavras que, tão justamente, V. Ex.ª entendeu, hoje, proferir por vermos partir, em primeiro lugar, um grande amigo, devo dizê-lo, e, indiscutivelmente, bem mais do que isso, alguém que honrou este Parlamento e que deixa nele uma marca extremamente forte, que, segundo me parece, raras pessoas poderão deixar. O enorme rigor, uma enorme competência, um enorme respeito pelos outros, o honrar a sua palavra, o que é particularmente importante, aliado a uma enorme dose de bom senso e sensibilidade fazem do Deputado Octávio Teixeira não só um Deputado que marca, seguramente, a história parlamentar do seu Grupo Parlamentar, a história do seu Partido e este Parlamento mas também uma pessoa que nos é muito querida. Por isso espero, vivamente, que, nas opções que tomou, possa continuar a fazer aquilo que sempre fez: defender o interesse público e bater-se firmemente pelas suas convicções, que aprendemos aqui a respeitar.
269	P00001	P00002	Tem a palavra o Sr. Deputado Luís Fazenda.
