utterance_id	speaker_id	target_id	reply_to_id	utterance
241	P00330	P00588	225	Vou fazer uma pergunta muito simples e muito direta. Com certeza, o PCP teve no seu debate uma preocupação relativa não só à economia e à produção, mas também aos serviços públicos, porque essa é uma vertente essencial nas preocupações de quem vive no distrito de Aveiro. Os dois grandes hospitais do distrito estão nas manchetes dos jornais não porque são um exemplo a nível nacional mas, sim, porque são um mau exemplo daquilo que este Governo fez ao País. Vemos o hospital de Aveiro que, nas listas de espera para consultas e para operações, afinal, aldraba as pessoas nos tempos de espera e não responde às suas necessidades. E, quando perguntado sobre isto, o Governo diz que não há novidade alguma porque já sabia do problema. Ora, então, pergunto, Sr.ª Deputada: um Governo que é consciente desta aldrabice é ou não responsável pelo mal que faz às pessoas? Quando olhamos para o norte do distrito e sabemos dos problemas daquela utente que diz que deveria ter uma operação urgente e ficou esquecida porque marcaram e remarcaram a operação, mas a operação em si nunca foi realizada, percebemos a política deste Governo, que esconde «debaixo do tapete» o que deveria ser essencial — e o essencial deveria ser resolver os problemas da saúde. Ora, perante estes dois exemplos, caiu como um castelo de cartas este sonho laranja e azul, que PSD e CDS dizem que o Governo criou no distrito de Aveiro. Por isso, pergunto, Sr.ª Deputada, se não deveríamos ficar preocupados com esta realidade, porque ela é má para as pessoas, e com este Governo e com estes Deputados, porque eles, de facto, não representam as pessoas pois não percebem sequer quais são os seus problemas e as suas dificuldades.
242	P00327	P00330	241	Não diga isso! Os Deputados estão aqui pelo voto!
243	P00330	P00588	225	Não representam as preocupações das pessoas, porque não sabem as dificuldades que elas sentem no seu dia-a-dia! Posso repeti-lo à exaustão. É que não houve sequer uma palavra sobre emprego, não houve uma palavra sobre saúde, não houve uma palavra sobre educação, não houve uma palavra sobre uma economia que é necessária para as pessoas. E, já agora, tendo falado do porto de Aveiro, não houve uma palavra sobre o crime ambiental e ataque à saúde pública que está lá a acontecer com o petcoke. Afinal, conhecem tanto, mas sabem tão pouco!
244	P00001	P00002		Para responder, tem a palavra a Sr.ª Deputada Diana Ferreira.
245	P00588	P00002		Sr.ª Presidente, Srs. Deputados, agradeço as questões colocadas. Começo por responder ao Sr. Deputado Paulo Cavaleiro, dizendo que deveria ter estado connosco nestas jornadas parlamentares que o PCP realizou no distrito de Aveiro. Deveria ter estado connosco a falar com os trabalhadores da cortiça, para saber da generalização da precariedade que existe no setor,»
246	P00580	P00588	245	Bem lembrado!
247	P00588	P00002		» do desemprego que se mantçm, dos baixos salários e dos salários em atraso num conjunto de empresas no distrito de Aveiro.
248	P00322	P00588	247	Muito bem!
249	P00588	P00002		Deveria ter estado connosco a falar com os agricultores, que sofrem as consequências das opções políticas deste Governo. Deveria ter estado connosco a falar com os pescadores do distrito, pescadores que estão proibidos de pescar ou que são obrigados a ir ao mar sem segurança. E deveria ter estado connosco a falar também com os utentes do distrito, para ouvir as preocupações sentidas relativamente ao caos que se tem verificado nas urgências dos vários hospitais do distrito e de que o PCP deu conta várias vezes ao Sr. Ministro da Saúde e também ao Governo.
250	P00010	P00588	249	Muito bem!
251	P00588	P00002		Aliás, a este propósito, devo dizer que foram desclassificadas no distrito de Aveiro um conjunto de urgências hospitalares, nomeadamente nos hospitais de Espinho, de Ovar, de Águeda e de São João da Madeira, o que é o resultado de opções políticas de sucessivos Governos.
252	P00590	P00588	251	Foi o PS. Não fomos nós!
253	P00588	P00002		Queria ainda dizer que, de facto, é preciso um plano de emergência para o distrito de Aveiro, que o PCP apresentará, e para o País, um plano de emergência que passa pela rutura com estas opções políticas que têm sido levadas a cabo por sucessivos Governos. É preciso, de facto, uma rutura com as imposições da União Europeia e com o garrote do tratado orçamental para que possamos ter um País soberano e que esteja virado para o progresso social e para o desenvolvimento económico, ao serviço dos trabalhadores e do povo, e não ao serviço dos grandes grupos económicos e financeiros.
254	P00001	P00002		Sr.as e Srs. Deputados, fica, assim, concluído o primeiro ponto da nossa ordem do dia, que consistiu em declarações políticas. Vamos prosseguir com o segundo e último ponto da nossa ordem de trabalhos, a saber, a discussão conjunta, na generalidade, dos projetos de lei n.os 752/XII (4.ª) — Segunda alteração à Lei n.º 32/2006, de 26 de julho, alargando o âmbito dos beneficiários das técnicas de procriação medicamente assistida (PS) e 755/XII (4.ª) — Garante o acesso de todas as mulheres à procriação medicamente assistida (PMA), procedendo à segunda alteração à Lei n.º 32/2006, de 26 de julho, alterada pela Lei n.º 59/2007, de 4 de setembro (BE).
255	P00347	P00002		Sr.ª Presidente, Sr.as e Srs. Deputados: A Lei n.º 32/2006, cuja alteração hoje discutimos, representou um passo determinante em matéria de procriação medicamente assistida, regulando o recurso de milhares de famílias às respostas que a investigação científica lhes oferece para ultrapassar as barreiras que a infertilidade coloca à constituição de família. No entanto, é fundamental e urgente ponderar igualmente a valorização da igualdade, da autonomia e da liberdade individual na construção do regime jurídico da PMA, eliminando as normas que hoje constrangem, de forma discriminatória, o acesso às técnicas de procriação assistida. É isto, e apenas isto, que hoje se trata nesta Câmara: eliminar os obstáculos discriminatórios que vedam o acesso à PMA a mulheres solteiras e a casais do mesmo sexo, alargando o número de beneficiários que, de forma livre e esclarecida, podem optar pelo recurso às respostas que a ciência hoje oferece a todos. Numa sociedade livre e democrática, orientada pelo respeito pela liberdade individual, pelo princípio da igualdade e empenhada na realização dos direitos fundamentais, é uma solução que tarda e que se impõe. Assim sendo, propomos o reconhecimento da PMA como técnica complementar de procriação e a consequente supressão das exigências relativas ao estado civil ou à orientation sexual dos beneficiários. Não se trata, nesta sede, de definir ou reorganizar a oferta das técnicas de PMA no Serviço Nacional de Saúde — é um debate relevante e estruturante, mas que não é o debate que hoje realizamos — , mas tãosomente de estipular a quem é lícito o recurso à PMA, em Portugal, eliminando uma inconstitucionalidade que tarda em desaparecer. É apenas esta dimensão da realização da felicidade individual de muitos portugueses e portuguesas que nos deve convocar para o tema de hoje, permitindo a Portugal respeitar a Constituição e acompanhar o quadro de direito comparado que, consensualmente, se tem construído neste sentido. Não é, hoje, possível encontrar uma justificação para negar a uma mulher solteira a tomada de decisões sobre a sua vida familiar, devendo suprimir-se a ideia menorizante de que precisa de estar casada para poder ser autorizada a tomar decisões fundamentais nesta sede. Como também não é possível encontrar justificação para desqualificar os casais do mesmo sexo, em função da sua orientação sexual, negando-lhes também a capacidade de realizarem os seus projetos familiares. Permitam-me, para terminar, uma breve nota e uma ligeira divagação quanto ao que deve ser o papel do Direito numa sociedade democrática. Nas paredes da faculdade em que me licenciei, à entrada, magníficos painéis de Almada Negreiros dão-nos uma perspetiva da História do Direito, desde a Antiguidade até aos codificadores do século XIX. Nestes painéis dos grandes juristas não se encontra representada uma única mulher. Não quero fazer aqui uma apreciação crítica dos painéis — a História é o que é, temos de viver com ela — , mas inquestionavelmente temos de nos perguntar qual é o interesse desta referência. A resposta é simples: a História que ali é contada diz muito sobre as perspetivas em que, hoje, continua a assentar a construção da ordem jurídica e do Direito, uma construção feita por homens e para homens e na qual, infelizmente, nem sempre se reconhece a autonomia plena que deve ser reconhecida às mulheres. E é a subsistência desta construção que devemos ser capazes de ultrapassar, eliminado discriminações e também conceções que já não pertencem ao século XXI. O voto favorável é um bom caminho para começarmos.
256	P00001	P00002		Tem, agora, a palavra a Sr.ª Deputada Helena Pinto para apresentar o projeto de lei do Bloco de Esquerda.
257	P00266	P00002		Sr.ª Presidente, Sr.as Deputadas e Srs. Deputados: A lei de 2006 sobre a procriação medicamente assistida (PMA) veio preencher um vazio legislativo que não fazia sentido, tendo em consideração as possibilidades que estas técnicas clínicas permitem.
258	P00001	P00002		Para uma intervenção, tem a palavra a Sr.ª Deputada Paula Santos. A Sr.ª Paula Santos (PCP). — Sr.ª Presidente, Srs. Deputados: Passados quase 10 anos sobre a regulamentação das técnicas de procriação medicamente assistida, fazemos uma avaliação positiva da lei de 2006. Foi essa lei que permitiu utilizar o conhecimento científico para ultrapassar situações de infertilidade ou prevenir a transmissão de doenças graves para os descendentes, o que, até àquele momento, não era possível, constituindo um avanço civilizacional no plano da medicina e do acesso a direitos sexuais e reprodutivos. Esta lei possibilitou a concretização do sonho de muitas famílias de terem um filho ao alargar a acessibilidade às técnicas de PMA, muito embora ainda haja um longo caminho a percorrer, dados os inúmeros obstáculos que hoje persistem e que impedem a acessibilidade às técnicas, designadamente os elevados custos com os medicamentos, as listas de espera e a insuficiente capacidade de resposta dos centros públicos de procriação medicamente assistida. Recusámos e continuamos a recusar a discussão desta matéria em função do que é ou não natural. Em 2006, afirmámos que «as regras morais estão também em permanente evolução e sempre que o ser humano se dá conta de que modificar o que esteve de ‘pedra e cal’ pode tornar as coisas melhores, o que se faz através do conhecimento, então surgem novos conceitos de licitude ou ilicitude. Na área que hoje nos ocupa, são estas bases da bioética que devem reger qualquer regulamentação das técnicas de reprodução medicamente assistida, as quais, aliás, de acordo com o que foi dito, também estarão sempre sob sindicância, porque o conhecimento poderá dar origem a novos direitos, princípios ou valores». Portanto, para o PCP, a atual lei não é obra acabada e deve acompanhar essa evolução. Concordamos com a necessidade de alterar a lei da PMA, inclusivamente com alterações de aperfeiçoamento sugeridas pelo Conselho Nacional de Procriação Medicamente Assistida e que apontam soluções para problemas concretos, em particular a questão da eliminação dos embriões excedentários ao fim de um determinado prazo, questão incompreensivelmente deixada em branco na lei em vigor. Os projetos de lei de alteração à lei da PMA hoje em discussão propõem alterações que vão para além da questão do acesso dos casais de mulheres às técnicas de PMA. Essa questão, aliás, não se distancia muito da discussão sobre o acesso das mulheres sós a essas técnicas, proposta que o PCP fez, em 2006, aquando da discussão da lei.
259	P00001	P00002		Tem a palavra, para uma intervenção, a Sr.ª Deputada Ângela Guerra.
260	P00591	P00002		Sr.ª Presidente, Sr.as e Srs. Deputados: Os projetos de lei que hoje debatemos pretendem retomar uma discussão feita recentemente noutra sede, tentando fazer entrar pela «janela» aquilo que pela «porta» não foi viabilizado, afastando, em nosso entender, aquele que deverá ser o foco, o critério basilar quando se fala em procriação medicamente assistida, paga com o dinheiro de todos nós, isto é, o critério da infertilidade. Essa é a questão que deverá, em nossa opinião, presidir a este debate e não outra. Para a bancada do PSD, a afirmação da maternidade como um bem social e a constatação do número cada vez maior de crianças que tem nascido com o recurso às técnicas de PMA demonstram a enorme relevância que este tema tem em países como Portugal que lutam com o problema dos baixíssimos níveis de taxa de natalidade. Assim, este tema foi, e bem, resgatado para a agenda política, pois durante anos ele apenas era percebido como um tema de mulheres. Nós, PSD, não temos dúvidas de que as crianças que nascem através das técnicas de PMA têm assegurado desde logo o seu primeiro direito: o de serem muito desejadas. Mas também, Sr.as e Srs. Deputados, dúvidas não nos restam de que nos revemos nos princípios gerais da Lei n.º 32/2006, segundo os quais estas técnicas de PMA constituem um método subsidiário e não alternativo de procriação. Entendemos, pois, a infertilidade como uma doença e, desse modo, tal como as demais, com obrigações para o Estado, com custos para o Orçamento do Estado. Assim, quem deve, em primeira instância, a elas ter acesso são os doentes, como já afirmou, por exemplo, o Prof. Walter Osswald, ao que, aliás, este Governo tem dado boa atenção, pois já implementou, como é sabido, em dois centros hospitalares deste País, a possibilidade de casais inférteis recorrerem ao segundo ciclo de tratamentos de fertilidade. Sr.as e Srs. Deputados, para esta bancada há corolários que hoje já se encontram plasmados na lei e que são absolutos. A PMA só deve ser utilizada para tratar uma doença em situações de infertilidade e/ou esterilidade, como dispõe o artigo 4,º, e os fins destas técnicas deverão, pois, servir, em nossa opinião, o seu próprio princípio axiomático: a dignidade da vida que se fará surgir e o superior interesse dessas crianças.
261	P00001	P00002		Tem a palavra, para uma intervenção, a Sr.ª Deputada Isabel Galriça Neto.
262	P00592	P00002		Sr.ª Presidente, Srs. Deputados: O tema deste debate é delicado, complexo, abrangendo, no mínimo, áreas da ética, da ciência e do direito. É um debate controverso que fazemos no respeito pela diversidade de opinião e sem juízos morais. Trata-se da procriação medicamente assistida. Na nossa perspetiva e na de muitos peritos, que devidamente o fundamentam, é uma técnica terapêutica subsidiária de procriação e não uma técnica alternativa. Estão em jogo legítimas aspirações pessoais às quais não somos, de forma alguma, indiferentes, e estão também em jogo questões de interesse de um novo ser — o mais frágil e vulnerável neste processo — , interesse esse que há que acautelar devidamente. Entende o CDS-PP que o exercício da autonomia e da liberdade individuais não deve ser realizado de forma absoluta e deve ser sempre harmonizado com o bem de terceiros, com o bem comum, e atender aos resultados que advêm da prática desse mesmo direito. Em nosso entender, uma visão equilibrada sobre esta temática faz com que não vejamos a PMA como uma técnica de primeira linha ou a banalizar e os contornos imprecisos que ainda persistem no âmbito da ética e do direito fazem com que mantenhamos a opção por manter este avanço técnico subjugado ao primado da dignidade de todo o ser humano, a começar pelo embrião. Não estamos fora deste debate. Acompanharemos esta temática. Como disse no início, e quero reiterar, respeitamos a diversidade de opinião, reafirmando a nossa. Por isso, votaremos contra os projetos em discussão.
263	P00001	P00002		Tem a palavra, para uma intervenção, a Sr.ª Deputada Heloísa Apolónia.
264	P00204	P00002		Sr.ª Presidente, Sr.as e Srs. Deputados: Gostaria, em nome do Grupo Parlamentar Ecologista «Os Verdes», de deixar três breves notas sobre os projetos em discussão. A primeira nota que gostaria de deixar é a de que o uso de técnicas de procriação medicamente assistida, como já aqui foi afirmado e consta da lei, está vinculado à infertilidade ou à prevenção de doenças e Os Verdes concordam que este regime perca o seu caráter subsidiário e que ganhe um caráter alternativo ou complementar. Por isso, concordamos que se alarguem as situações em que podem ser aplicadas estas técnicas de procriação medicamente assistida, não as restringindo apenas a casos de doença. A segunda nota prende-se com a matéria da igualdade, pelo que farei uma observação sobre os beneficiários. A lei atual restringe o uso das técnicas de PMA a pessoas casadas de sexo diferente ou unidas de facto. Os Verdes concordam que se alarguem os beneficiários, por exemplo, às mulheres solteiras,
265	P00001	P00002		Tem a palavra, para uma intervenção, o Sr. Deputado Pedro Delgado Alves.
266	P00347	P00002		Sr.ª Presidente, Sr.as e Srs. Deputados: Na sequência das intervenções das Sr.as Deputadas Ângela Guerra e Isabel Galriça Neto, que ouvi com atenção, queria deixar duas notas para fazer uma precisão que penso ser importante neste debate. O que estamos a discutir é apenas a alteração da Lei n.º 32/2006 no sentido de definir o que é que é lícito fazer em Portugal e o que não é. Não está em causa, pelo menos neste debate, a discussão de saber quem é que suporta os custos inerentes à utilização das técnicas da PMA, matéria que foi referida pela Sr.ª Deputada Ângela Guerra. Não se está a definir a prioridade no acesso nem sequer se está a dizer que incumbe ao SNS assumir a responsabilidade nestes casos em que não esteja diagnosticada a infertilidade. O que está em causa é uma questão diferente. É que as pessoas que têm capacidade de se deslocar a uma clínica privada, por hipótese, e realizar o tratamento neste momento não o podem fazer. A questão é essencialmente esta: a lei impede quem, querendo e tendo condições para o fazer, de o fazer em Portugal. Como a Sr.ª Deputada Heloísa Apolónia referia, e bem, quem tiver condições económicas para o fazer pode deslocar-se à vizinha Espanha, que não é uma realidade completamente distinta da nossa, é um vizinho nosso, que partilha os nossos valores, que tem o nosso quadro constitucional, e em que não há limites e em que, como na maior parte dos países europeus, nem o estado civil nem a orientation sexual representam um obstáculo. Queria também fazer uma precisão que é importante não esquecer. Mesmo em casos em que existe diagnóstico de infertilidade, uma mulher solteira continua a não poder ter acesso às técnicas de procriação medicamente assistida, porque, efetivamente, é feito um juízo, que não incube ao legislador fazer, sobre as condições, o estado civil e a condição familiar de uma pessoa para recorrer a técnicas de procriação medicamente assistida com um diagnóstico de infertilidade. É certo que propomos mais do que isto. Entendemos que deve abranger-se outro debate e a questão da parentalidade por casais do mesmo sexo também se encontra prevista neste diploma. Mas este diploma propõe a eliminação de uma discriminação e se, efetivamente, para resolver um problema que respeita à infertilidade, houver disponibilidade, abertura e o reconhecimento de uma zona de consenso, por favor digam, porque temos disponibilidade para prosseguir este debate na especialidade e para poder aprofundá-lo. Neste caso, é tão flagrante a existência de discriminação, quando temos em tudo os requisitos preenchidos para o acesso à lei, que nos parece intolerável manter a legislação no estado atual em que a encontramos. Por isso, apelamos a que se possa fazer, de forma abrangente, um debate, que já tarda, de forma a que várias centenas de mulheres, para resolver o problema que encontram quando esbarram na lei, deixem de ter de o fazer noutro País e possam fazê-lo na segurança e tranquilidade das nossas fronteiras.
267	P00001	P00002		Para uma nova intervenção, tem a palavra a Sr.ª Deputada Helena Pinto.
268	P00266	P00002		Sr.ª Presidente, Sr.as e Srs. Deputados: Depois de ouvir as intervenções dos Srs. Deputados sobre esta matéria, queria dizer, em primeiro lugar, que temos de lamentar, tendo em conta o que ouvimos, que ainda não seja possível dar mais este passo. Também gostaria de questionar um ou outro aspeto. Se o problema do critério da infertilidade é a questãochave, a questão basilar da qual devem partir todas as condições de acesso à PMA, tenho de concluir que o PSD, que enfatizou este aspeto, está disponível para retirar da lei a discriminação em função de o casamento ter de ser heterossexual. Temos de concluir isso, Sr.ª Deputada Ângela Guerra.
269	P00330	P00266	268	Muito bem!
270	P00266	P00002		Se a questão da infertilidade é central, então tem de ser aplicada a todas as mulheres, casadas com outra mulher ou casadas com um homem. Senão, sou forçada a concluir que a questão fundamental não é essa, mas, sim, o facto de haver preconceito e discriminação em função da orientação sexual.
271	P00330	P00266	270	Muito bem!
272	P00266	P00591	260	Sr.ª Deputada Ângela Guerra, permita que os partidos que trouxeram esta questão a debate, o Partido Socialista e o Bloco de Esquerda, retomem uma discussão feita recentemente no Parlamento, quando se disse que queríamos «fazer entrar pela janela o que não entrou pela porta». Sr.ª Deputada, era melhor nem falar disto.
273	P00591	P00266	272	Porquê?
274	P00266	P00591	273	Porque o PSD é que fechou a porta. Não entrou, fechou a porta à expetativa de muitos casais deste País, em que a única forma de concretizarem o seu projeto de ter filhos era a maternidade de substituição. Os senhores é que retiraram o vosso próprio projeto! A discussão recente foi esta.
275	P00591	P00266	274	Isso é outro assunto!
276	P00266	P00002		É melhor não misturarmos os assuntos, porque, quanto a isto, não há argumentação. Os senhores é que fecharam a porta, retirando o vosso próprio projeto. Terão de justificar isso. Sr.ª Presidente, vou terminar, dizendo o seguinte: não é possível dizer que estas questões não sejam debatidas e que não se continua a referir que é preciso acompanhá-las, que é preciso fazer um debate profundo e que é preciso ver a evolução, mas o problema é que, enquanto se acompanha e se vê a evolução, há pessoas que ficam para trás e a quem a lei não responde. Se mantivermos essas discriminações na lei, são só prejuízos morais que fazemos, mais nada. Srs. Deputados, continuem a refletir, que nós continuaremos a lutar para que as discriminações saiam de vez da lei sobre a PMA.
277	P00001	P00002		Como a Mesa não regista mais inscrições, ficam, assim, concluídos os nossos trabalhos de hoje. A próxima sessão plenária terá lugar amanhã, pelas 15 horas, iniciando-se a ordem do dia com um debate de atualidade, requerido pelo PSD, sobre licenciamento único ambiental. Seguir-se-á a discussão conjunta dos projetos de resolução n.os 1110/XII (4.ª) — Pelo reforço dos cuidados de saúde primários de proximidade às populações (PCP), 1111/XII (4.ª) — Pelo reforço e valorização dos
